idna_subject,checker_type,destination,tested_at
03-direct-mail.info,AVAILABILITY,domains.txt,2021-06-04 04:10:49.972425
03-gambling.info,AVAILABILITY,domains.txt,2021-06-04 04:10:51.650558
03-mesothelioma.info,AVAILABILITY,domains.txt,2021-06-04 04:10:53.531560
03-party-poker.info,AVAILABILITY,domains.txt,2021-06-04 04:10:55.258500
03-payday.info,AVAILABILITY,domains.txt,2021-06-04 04:10:57.001136
03-refinancing.info,AVAILABILITY,domains.txt,2021-06-04 04:10:58.708060
03-vocation.info,AVAILABILITY,domains.txt,2021-06-04 04:11:00.483427
03-voice-over-ip.info,AVAILABILITY,domains.txt,2021-06-04 04:11:02.162766
03-web-hosting.info,AVAILABILITY,domains.txt,2021-06-04 04:11:04.001174
03-xbox.info,AVAILABILITY,domains.txt,2021-06-04 04:11:05.755511
03.api.bitcoin.co.pt,AVAILABILITY,domains.txt,2021-06-04 04:11:12.122280
03.api.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:11:14.182389
03.bd-pcgame.xiazai24.com,AVAILABILITY,domains.txt,2021-06-04 04:11:21.541160
03.bitcoin.co.pt,AVAILABILITY,domains.txt,2021-06-04 04:11:24.333912
03.bsod.pw,AVAILABILITY,domains.txt,2021-06-04 04:11:26.694492
03.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:11:30.387802
03.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:11:33.643159
03.coinlab.biz,AVAILABILITY,domains.txt,2021-06-04 04:11:35.424968
03.corpidp.nym2.appnexus.com,AVAILABILITY,domains.txt,2021-06-04 04:11:37.213330
03.corpwiki.nym2.appnexus.com,AVAILABILITY,domains.txt,2021-06-04 04:11:38.971278
03.easyx.cc,AVAILABILITY,domains.txt,2021-06-04 04:11:42.455256
03.jp.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:11:46.053405
03.zimbra.nym2.appnexus.com,AVAILABILITY,domains.txt,2021-06-04 04:11:55.969171
030-4.openvpn.api.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:11:57.548643
030-4.openvpn.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:11:59.529291
030-4.openvpn.openvpn.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:12:01.055935
03000.ddns.net,AVAILABILITY,domains.txt,2021-06-04 04:12:03.459724
0302.info,AVAILABILITY,domains.txt,2021-06-04 04:12:06.326735
030398569fde35c10ce083d451579097.org,AVAILABILITY,domains.txt,2021-06-04 04:12:08.927856
030site.info,AVAILABILITY,domains.txt,2021-06-04 04:12:11.309698
030swinger.de,AVAILABILITY,domains.txt,2021-06-04 04:12:13.830941
0317.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:12:17.563088
032.api.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:12:21.961154
032.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:12:24.097743
032.jp.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:12:26.318554
032.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:12:29.387227
032387.com,AVAILABILITY,domains.txt,2021-06-04 04:12:33.284945
0328ftp.net.ru,AVAILABILITY,domains.txt,2021-06-04 04:12:37.618260
032api.api.compool.net,AVAILABILITY,domains.txt,2021-06-04 04:12:42.974467
032auy21qd1xma82cffv648llz.sg.cn.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:12:55.203670
032auy21qd1xma82cffv648llz.sg.v3.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:13:01.930822
032csc.poolto.be,AVAILABILITY,domains.txt,2021-06-04 04:13:46.591658
032db.aus.cn.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:13:53.463498
032db.aus.v3.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:13:55.274104
032demolceshop.ltcextreme.com,AVAILABILITY,domains.txt,2021-06-04 04:13:56.859576
032dfz.pms.api.btc.top,AVAILABILITY,domains.txt,2021-06-04 04:13:59.283625
032eu.bj.cn.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:14:07.538418
032eu.bj.v3.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:14:09.277989
032eu.hh.cn.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:14:17.540509
032eu.hh.v3.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:14:19.465690
032exchange.bitparking.com,AVAILABILITY,domains.txt,2021-06-04 04:14:23.059017
032ger.hh.cn.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:14:31.210960
032ger.hh.v3.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:14:32.973832
032ger.sg.cn.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:14:40.146680
032ger.sg.v3.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:14:41.897762
032ghhftg9895tf.jp.sz.cn.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:14:44.091836
032ghhftg9895tf.jp.sz.v3.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:14:50.742702
032hh.aus.cn.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:14:54.041238
032hh.aus.v3.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:14:55.760272
032hh.sz.cn.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:14:58.079143
032hh.sz.v3.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:14:59.922687
032i0exchange.bitparking.com,AVAILABILITY,domains.txt,2021-06-04 04:15:06.504842
032i0pool.bitparking.com,AVAILABILITY,domains.txt,2021-06-04 04:15:08.187644
032ixchange.bitparking.com,AVAILABILITY,domains.txt,2021-06-04 04:15:11.038956
032j4xuq3l.jp.sz.cn.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:15:13.859181
032j4xuq3l.jp.sz.v3.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:15:20.902754
032jp.aus.cn.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:15:23.048130
032jp.aus.v3.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:15:24.789004
032jp.hh.cn.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:15:32.177175
032jp.hh.v3.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:15:33.917520
032jtgbziq-hxiqlx0958.hh.bj.cn.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:15:35.722762
032jtgbziq-hxiqlx0958.hh.bj.v3.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:15:42.208913
032judge.poolto.be,AVAILABILITY,domains.txt,2021-06-04 04:16:23.752458
032ltc.hh.hh.cn.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:16:25.710718
032ltc.hh.hh.v3.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:16:27.274660
032ltcexchange.bitparking.com,AVAILABILITY,domains.txt,2021-06-04 04:16:29.783984
032lyra2rev2.mining-dutch.nl,AVAILABILITY,domains.txt,2021-06-04 04:16:31.680067
032mmpool.bitparking.com,AVAILABILITY,domains.txt,2021-06-04 04:16:37.176458
032mro.poolto.be,AVAILABILITY,domains.txt,2021-06-04 04:17:18.784636
032myrgro.mining-dutch.nl,AVAILABILITY,domains.txt,2021-06-04 04:17:21.705821
032neoscrypt.mining-dutch.nl,AVAILABILITY,domains.txt,2021-06-04 04:17:23.695100
032ny.pms.api.btc.top,AVAILABILITY,domains.txt,2021-06-04 04:17:28.400827
032pool.finbits.net,AVAILABILITY,domains.txt,2021-06-04 04:17:36.784886
032poste.finbits.net,AVAILABILITY,domains.txt,2021-06-04 04:17:39.428224
032ppcexchange.bitparking.com,AVAILABILITY,domains.txt,2021-06-04 04:17:41.015234
032quark.mining-dutch.nl,AVAILABILITY,domains.txt,2021-06-04 04:17:42.529058
032qubit.mining-dutch.nl,AVAILABILITY,domains.txt,2021-06-04 04:17:43.941562
032qzydgic.top,AVAILABILITY,domains.txt,2021-06-04 04:17:47.268319
032s79.as.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:17:51.231827
032s85.as.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:17:53.768193
032scexchange.bitparking.com,AVAILABILITY,domains.txt,2021-06-04 04:17:56.683338
032scrypt.mining-dutch.nl,AVAILABILITY,domains.txt,2021-06-04 04:17:58.406762
032seed.m-core.org,AVAILABILITY,domains.txt,2021-06-04 04:17:59.784837
032skein.mining-dutch.nl,AVAILABILITY,domains.txt,2021-06-04 04:18:03.678824
032ttfvz6.hh.hh.cn.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:18:15.468429
032ttfvz6.hh.hh.v3.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:18:17.155839
032via.poolto.be,AVAILABILITY,domains.txt,2021-06-04 04:19:06.631612
032w.w.w.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:19:09.465046
032w2vzrgll.sg.cn.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:19:11.961028
032w2vzrgll.sg.v3.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:19:13.673284
032webmail.hthcoin.world,AVAILABILITY,domains.txt,2021-06-04 04:19:16.455385
032www.36.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:19:27.370841
032www.at.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:19:31.336610
032www.bp.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:19:38.954793
032www.g.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:19:44.704550
032www.hthcoin.world,AVAILABILITY,domains.txt,2021-06-04 04:19:46.892932
032www.mining-dutch.nl,AVAILABILITY,domains.txt,2021-06-04 04:19:51.801901
032zed2.poolto.be,AVAILABILITY,domains.txt,2021-06-04 04:20:40.611762
032zen.poolto.be,AVAILABILITY,domains.txt,2021-06-04 04:21:22.112212
032zkl8n-le6fwliqd91n.db.bj.cn.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:21:23.743814
032zkl8n-le6fwliqd91n.db.bj.v3.antpool.com,AVAILABILITY,domains.txt,2021-06-04 04:21:24.964857
033.api.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:21:27.867062
033.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:21:29.780960
033.free4proxy.tv,AVAILABILITY,domains.txt,2021-06-04 04:21:31.636014
033.jp.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:21:33.160660
0332.info,AVAILABILITY,domains.txt,2021-06-04 04:21:36.340389
0335.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:21:39.322511
033xndtfzd.top,AVAILABILITY,domains.txt,2021-06-04 04:21:43.648669
034.api.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:21:45.243053
034.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:21:47.233315
034.jp.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:21:49.184887
0343gg.com,AVAILABILITY,domains.txt,2021-06-04 04:21:52.364802
0345.info,AVAILABILITY,domains.txt,2021-06-04 04:21:54.015269
034ork2f.bid,AVAILABILITY,domains.txt,2021-06-04 04:21:57.406508
035-166us.api.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:21:58.731208
035-166us.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:22:00.046594
035.openvpn.api.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:22:06.183336
035.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 04:22:07.793971
035.openvpn.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:22:09.591325
035.openvpn.openvpn.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:22:11.276913
0351.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:22:14.246476
0353.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:22:16.874049
03574cd.netsolhost.com,AVAILABILITY,domains.txt,2021-06-04 04:22:18.785677
0358.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:22:21.638791
0358.verifizierenonline.gdn,AVAILABILITY,domains.txt,2021-06-04 04:22:23.755312
035918.ga,AVAILABILITY,domains.txt,2021-06-04 04:22:27.814278
0365.bid,AVAILABILITY,domains.txt,2021-06-04 04:22:31.065404
03654.api.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:22:32.713390
03654.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:22:34.430854
0369.api.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:22:36.159092
0369.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:22:37.795035
036d702d271dae07f88e4fc97cae127d.org,AVAILABILITY,domains.txt,2021-06-04 04:22:43.953374
037-0.api.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:22:45.287970
037-0.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:22:46.647648
0370318392606711.api.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:22:49.698829
0370318392606711.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:22:51.312413
037201.glycyl.pw,AVAILABILITY,domains.txt,2021-06-04 04:22:53.312944
0374adc8c6a6a56.com,AVAILABILITY,domains.txt,2021-06-04 04:22:55.543829
0377.api.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:22:57.144768
0377.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:22:58.754373
03777.openvpn.api.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:23:01.562108
03777.openvpn.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:23:03.542540
03777.openvpn.openvpn.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:23:05.351796
0379.api.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:23:06.979830
0379.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:23:08.598009
0379.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:23:12.564828
037fd6ae9869.online,AVAILABILITY,domains.txt,2021-06-04 04:23:15.044853
037xxx.com,AVAILABILITY,domains.txt,2021-06-04 04:23:16.814877
038bbb.com,AVAILABILITY,domains.txt,2021-06-04 04:23:21.311468
0390d6d970318392.api.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:23:24.477397
0390d6d970318392.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:23:26.069400
0393.api.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:23:27.675648
0393.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:23:29.252197
0394.openvpn.api.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:23:31.056355
0394.openvpn.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:23:33.156159
0394.openvpn.openvpn.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:23:35.189896
0395.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:23:38.799681
03953.tk,AVAILABILITY,domains.txt,2021-06-04 04:23:42.539875
0398.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:23:45.503142
039b1ee.netsolhost.com,AVAILABILITY,domains.txt,2021-06-04 04:23:47.452884
03a0d83463601b583.com,AVAILABILITY,domains.txt,2021-06-04 04:23:50.256096
03a6b7a.netsolhost.com,AVAILABILITY,domains.txt,2021-06-04 04:23:52.065539
03a6f57.netsolhost.com,AVAILABILITY,domains.txt,2021-06-04 04:23:53.757672
03bbec4.netsolhost.com,AVAILABILITY,domains.txt,2021-06-04 04:23:59.196539
03browsethe.website,AVAILABILITY,domains.txt,2021-06-04 04:24:01.354836
03browsewith.pw,AVAILABILITY,domains.txt,2021-06-04 04:24:03.365037
03c.api.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:24:04.964155
03c.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:24:06.532426
03e7e4c306f0d34242d.site,AVAILABILITY,domains.txt,2021-06-04 04:24:11.947085
03free.com,AVAILABILITY,domains.txt,2021-06-04 04:25:44.421848
03pc.biz,AVAILABILITY,domains.txt,2021-06-04 04:25:46.719027
03usevpn.website,AVAILABILITY,domains.txt,2021-06-04 04:25:51.061441
03xzov3o.bid,AVAILABILITY,domains.txt,2021-06-04 04:25:53.434240
03zzz.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:25:58.340576
04-adult-hardcore-sex-videos.com,AVAILABILITY,domains.txt,2021-06-04 04:26:11.180307
04-data-recovery.info,AVAILABILITY,domains.txt,2021-06-04 04:26:12.770926
04-dedicated-hosting.info,AVAILABILITY,domains.txt,2021-06-04 04:26:15.453211
04-mesothelioma.info,AVAILABILITY,domains.txt,2021-06-04 04:26:17.089416
04-refinancing.info,AVAILABILITY,domains.txt,2021-06-04 04:26:18.760198
04-sex-toys.com,AVAILABILITY,domains.txt,2021-06-04 04:26:20.295054
04-tax.info,AVAILABILITY,domains.txt,2021-06-04 04:26:22.025296
04-tourism.info,AVAILABILITY,domains.txt,2021-06-04 04:26:23.807723
04-vocation.info,AVAILABILITY,domains.txt,2021-06-04 04:26:25.568149
04-voice-over-ip.info,AVAILABILITY,domains.txt,2021-06-04 04:26:27.162131
04-web-hosting.info,AVAILABILITY,domains.txt,2021-06-04 04:26:28.892731
04-xbox.info,AVAILABILITY,domains.txt,2021-06-04 04:26:30.693057
04.api.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:26:32.996992
04.api.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:26:34.649912
04.bd-pcgame.xiazai24.com,AVAILABILITY,domains.txt,2021-06-04 04:26:42.418176
04.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:26:44.850316
04.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:26:46.551409
04.coinlab.biz,AVAILABILITY,domains.txt,2021-06-04 04:26:48.192354
04.easyx.cc,AVAILABILITY,domains.txt,2021-06-04 04:26:50.563783
04.jp.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:26:53.379971
04.mining-dutch.nl,AVAILABILITY,domains.txt,2021-06-04 04:26:55.474082
04.openvpn.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 04:26:57.621529
04.openvpn.cloud.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 04:26:59.270403
04.openvpn.cloud.cloud.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 04:27:00.921688
04.openvpn.cloud.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 04:27:02.497399
04.rt.nym2.appnexus.com,AVAILABILITY,domains.txt,2021-06-04 04:27:04.151510
0401.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:27:13.175705
040134816381437token.com,AVAILABILITY,domains.txt,2021-06-04 04:27:14.811319
0401a.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:27:17.675856
040c10d.netsolhost.com,AVAILABILITY,domains.txt,2021-06-04 04:27:22.073110
04105.sixt-neuwagen.de,AVAILABILITY,domains.txt,2021-06-04 04:27:28.721435
0419.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:27:30.456037
041ffb0c97e1baf5ae407c63f4feffa5.com,AVAILABILITY,domains.txt,2021-06-04 04:27:32.254752
0422a09.netsolhost.com,AVAILABILITY,domains.txt,2021-06-04 04:27:36.986066
042be28.netsolhost.com,AVAILABILITY,domains.txt,2021-06-04 04:27:43.688779
04329.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:27:45.969721
0434.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:27:51.948002
044.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:27:55.262770
044.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:27:57.344855
0441.org,AVAILABILITY,domains.txt,2021-06-04 04:28:04.157023
04426f8b7ce9b069431.com,AVAILABILITY,domains.txt,2021-06-04 04:28:06.334694
0447.org,AVAILABILITY,domains.txt,2021-06-04 04:28:08.430657
044wbsack3frpgweakaos-customers-netflix.info,AVAILABILITY,domains.txt,2021-06-04 04:28:10.088329
0451.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:28:16.663346
0452jhw.com,AVAILABILITY,domains.txt,2021-06-04 04:28:18.868577
0452securityserver854errordetected.xyz,AVAILABILITY,domains.txt,2021-06-04 04:28:20.910146
0454.api.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:28:22.503970
0454.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:28:24.076260
045590.cn,AVAILABILITY,domains.txt,2021-06-04 04:28:26.294569
046.221132170.m-net.ne.jp,AVAILABILITY,domains.txt,2021-06-04 04:28:29.432720
046.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:28:32.044524
0468.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:28:35.418669
0470.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:28:38.774193
0473.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:28:41.535658
048-hld-130.mktoresp.com,AVAILABILITY,domains.txt,2021-06-04 04:28:44.663799
048.api.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:28:46.821591
048.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:28:48.944085
048.jp.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:28:51.123147
048.openvpn.cloud.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 04:28:52.795275
0483bm4mlow8.xyz,AVAILABILITY,domains.txt,2021-06-04 04:28:56.019294
049.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:29:01.166200
04bcc.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:29:07.205277
04browsethe.website,AVAILABILITY,domains.txt,2021-06-04 04:29:09.309170
04browsewith.pw,AVAILABILITY,domains.txt,2021-06-04 04:29:11.280894
04cgvyrzct.top,AVAILABILITY,domains.txt,2021-06-04 04:29:15.428750
04dco.evolution-project.go.ro,AVAILABILITY,domains.txt,2021-06-04 04:29:19.987729
04dn8g4f.space,AVAILABILITY,domains.txt,2021-06-04 04:29:22.147530
04i.saniketaoci.com,AVAILABILITY,domains.txt,2021-06-04 04:29:30.278919
04pink-j.net,AVAILABILITY,domains.txt,2021-06-04 04:29:39.348133
04pxgjkzb0.top,AVAILABILITY,domains.txt,2021-06-04 04:29:42.310204
04u-u115580fe-c233-s1507349377-i95143f0d.am.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:29:46.731115
04u-u5ed4e728-c233-s1507385992-i95143f0d.am.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:29:50.844039
04u-u83b1350b-c233-s1507237312-i95143f0d.am.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:29:54.926474
04u-ube09e0ee-c233-s1507800008-i95143f0d.am.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:30:04.615126
04uozktycp.althash.eu,AVAILABILITY,domains.txt,2021-06-04 04:30:14.518881
04usevpn.website,AVAILABILITY,domains.txt,2021-06-04 04:30:16.604626
04v70ab.com,AVAILABILITY,domains.txt,2021-06-04 04:30:18.447325
04xdqcfz.faith,AVAILABILITY,domains.txt,2021-06-04 04:30:21.166011
04yyy.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:30:25.469665
05-006-001.com,AVAILABILITY,domains.txt,2021-06-04 04:30:26.990577
05-cialis.info,AVAILABILITY,domains.txt,2021-06-04 04:30:29.105508
05-gambling.info,AVAILABILITY,domains.txt,2021-06-04 04:30:34.938691
05-income-tax.info,AVAILABILITY,domains.txt,2021-06-04 04:30:36.682408
05-ipod.info,AVAILABILITY,domains.txt,2021-06-04 04:30:38.419666
05-loan.info,AVAILABILITY,domains.txt,2021-06-04 04:30:39.926064
05-refinancing.info,AVAILABILITY,domains.txt,2021-06-04 04:30:41.679266
05-tourism.info,AVAILABILITY,domains.txt,2021-06-04 04:30:43.501697
05-voice-over-ip.info,AVAILABILITY,domains.txt,2021-06-04 04:30:45.168095
05-web-hosting.info,AVAILABILITY,domains.txt,2021-06-04 04:30:46.971144
05-xbox.info,AVAILABILITY,domains.txt,2021-06-04 04:30:48.646519
05.api.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:30:50.525192
05.bd-pcgame.xiazai24.com,AVAILABILITY,domains.txt,2021-06-04 04:30:58.587671
05.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:31:01.245111
05.coinlab.biz,AVAILABILITY,domains.txt,2021-06-04 04:31:02.973813
05.jp.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 04:31:06.982582
05.obs-worker.lax1.appnexus.com,AVAILABILITY,domains.txt,2021-06-04 04:31:09.184333
050.openvpn.api.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:31:13.736772
050.openvpn.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:31:15.846975
050.openvpn.openvpn.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:31:17.797940
050.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:31:20.592403
050000.openvpn.cloud.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 04:31:22.273157
050003.voodoo.io,AVAILABILITY,domains.txt,2021-06-04 04:31:24.867663
050005.voodoo.io,AVAILABILITY,domains.txt,2021-06-04 04:31:27.178161
050505.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:31:36.637270
0510.openvpn.cloud.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 04:31:40.613587
0510.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:31:43.796931
0514.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:31:46.691656
0515.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:31:49.410309
0516.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:31:52.049456
0517.info,AVAILABILITY,domains.txt,2021-06-04 04:31:54.762611
0519.openvpn.api.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:31:56.999214
0519.openvpn.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:31:58.986838
0519.openvpn.openvpn.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:32:01.071957
0522.info,AVAILABILITY,domains.txt,2021-06-04 04:32:03.618489
05221.jsm68.com,AVAILABILITY,domains.txt,2021-06-04 04:32:10.600807
0527.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:32:47.688040
0530.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:32:52.216466
0533.openvpn.api.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:32:55.132150
0533.openvpn.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:32:57.210489
0533.openvpn.openvpn.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:32:59.194028
0534.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:33:01.484702
0538.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 04:33:04.800666
053z0colym.top,AVAILABILITY,domains.txt,2021-06-04 04:33:11.678142
054-10.btcc.com,AVAILABILITY,domains.txt,2021-06-04 04:33:13.043860
054-3.openvpn.api.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:33:14.750154
054-3.openvpn.f2pool.com,AVAILABILITY,domains.txt,2021-06-04 04:33:16.453154
